iter	Passed	Remaining
259	636	1811
260	640	1812
261	642	1808
262	644	1804
263	645	1800
264	647	1796
265	649	1792
266	651	1788
267	653	1785
268	655	1781
269	657	1777
270	659	1772
271	660	1768
272	662	1763
273	664	1759
274	666	1755
275	667	1752
276	669	1748
277	671	1744
278	673	1739
279	675	1736
280	677	1732
281	678	1727
282	680	1724
283	683	1721
284	684	1718
285	686	1714
286	688	1710
287	690	1706
288	692	1702
289	693	1698
290	695	1694
291	697	1691
292	699	1687
293	700	1682
294	702	1678
295	704	1675
296	706	1671
297	708	1667
298	709	1664
299	711	1660
300	713	1657
301	715	1653
302	717	1649
303	718	1645
304	720	1642
305	722	1638
306	723	1634
307	725	1630
308	728	1628
309	729	1624
310	731	1621
311	733	1617
312	735	1614
313	736	1609
314	739	1607
315	741	1604
316	743	1601
317	744	1597
318	746	1593
319	748	1590
320	750	1587
321	752	1584
322	754	1580
323	756	1578
324	758	1575
325	760	1571
326	762	1569
327	764	1565
328	766	1562
329	767	1559
330	769	1555
331	771	1552
332	773	1548
333	774	1544
334	776	1541
335	778	1538
336	779	1534
337	781	1531
338	783	1527
339	785	1524
340	787	1521
341	789	1518
342	790	1514
343	792	1511
344	794	1508
345	796	1504
346	798	1501
347	800	1499
348	802	1496
349	803	1493
350	805	1489
351	807	1486
352	808	1482
353	810	1479
354	812	1476
355	814	1473
356	816	1471
357	818	1467
358	819	1464
359	821	1460
360	823	1457
361	825	1454
362	827	1451
363	829	1448
364	831	1446
365	833	1443
366	835	1440
367	837	1437
368	838	1434
369	840	1431
370	842	1428
371	844	1426
372	847	1423
373	849	1421
374	850	1418
375	852	1415
376	854	1412
377	856	1409
378	858	1405
379	860	1403
380	862	1400
381	863	1397
382	865	1394
383	867	1391
384	869	1388
385	870	1385
386	872	1382
387	874	1380
388	877	1377
389	878	1374
390	880	1371
391	881	1367
392	884	1365
393	885	1362
394	887	1358
395	889	1356
396	891	1353
397	892	1350
398	894	1347
399	896	1344
400	897	1341
401	899	1338
402	901	1335
403	903	1333
404	905	1330
405	907	1327
406	909	1324
407	911	1322
408	913	1319
409	915	1316
410	916	1314
411	918	1311
412	920	1308
413	922	1305
414	924	1302
415	926	1300
416	927	1297
417	929	1294
418	931	1291
419	933	1289
420	935	1287
421	938	1284
422	940	1282
423	941	1279
424	943	1276
425	945	1274
426	947	1271
427	949	1269
428	951	1266
429	953	1263
430	955	1261
431	957	1258
432	959	1256
433	960	1253
434	962	1250
435	964	1248
436	966	1245
437	968	1242
438	970	1240
439	972	1237
440	973	1234
441	975	1231
442	978	1229
443	979	1227
444	983	1226
445	985	1223
446	987	1221
447	989	1219
448	991	1216
449	993	1213
450	995	1211
451	996	1208
452	998	1205
453	1000	1203
454	1002	1200
455	1003	1197
456	1005	1194
457	1007	1192
458	1009	1189
459	1011	1187
460	1013	1184
461	1014	1181
462	1016	1179
463	1018	1176
464	1020	1174
465	1022	1171
466	1024	1169
467	1026	1167
468	1028	1164
469	1030	1162
470	1032	1159
471	1033	1156
472	1035	1153
473	1037	1150
474	1040	1149
475	1042	1147
476	1044	1144
477	1045	1141
478	1047	1139
479	1049	1136
480	1050	1133
481	1052	1131
482	1054	1128
483	1056	1126
484	1058	1123
485	1059	1120
486	1061	1118
487	1063	1115
488	1065	1113
489	1067	1111
490	1069	1108
491	1071	1106
492	1073	1103
493	1075	1101
494	1076	1098
495	1078	1095
496	1080	1093
497	1081	1090
498	1083	1087
499	1085	1085
500	1086	1082
501	1088	1079
502	1089	1076
503	1091	1074
504	1093	1071
505	1094	1068
506	1096	1065
507	1097	1063
508	1099	1060
509	1101	1058
510	1102	1055
511	1104	1052
512	1106	1050
513	1108	1047
514	1109	1045
515	1111	1043
516	1113	1040
517	1115	1037
518	1116	1035
519	1118	1032
520	1119	1029
521	1121	1026
522	1123	1024
523	1124	1021
524	1126	1019
525	1127	1016
526	1129	1013
527	1130	1011
528	1132	1008
529	1134	1005
530	1135	1003
531	1137	1000
532	1138	997
533	1140	995
534	1142	992
535	1144	990
536	1145	987
537	1147	985
538	1148	982
539	1150	979
540	1151	977
541	1153	974
542	1155	972
543	1157	969
544	1158	967
545	1160	964
546	1161	962
547	1163	959
548	1165	957
549	1166	954
550	1168	952
551	1171	950
552	1173	948
553	1174	945
554	1176	943
555	1178	940
556	1179	938
557	1181	935
558	1182	933
559	1184	930
560	1186	928
561	1187	925
562	1189	923
563	1191	920
564	1192	918
565	1194	915
566	1195	913
567	1197	910
568	1198	908
569	1200	905
570	1201	902
571	1203	900
572	1205	897
573	1206	895
574	1208	892
575	1209	890
576	1210	887
577	1212	885
578	1213	882
579	1215	879
580	1216	877
581	1218	874
582	1219	872
583	1221	869
584	1222	867
585	1224	864
586	1225	862
587	1227	860
588	1229	857
589	1230	855
590	1232	852
591	1233	850
592	1235	847
593	1236	845
594	1238	842
595	1239	840
596	1241	837
597	1242	835
598	1243	832
599	1245	830
600	1246	827
601	1248	825
602	1250	823
603	1251	820
604	1253	818
605	1254	815
606	1256	813
607	1257	810
608	1259	808
609	1260	806
610	1262	803
611	1263	801
612	1265	798
613	1266	796
614	1268	793
615	1269	791
616	1271	789
617	1272	786
618	1273	784
619	1275	781
620	1277	779
621	1278	776
622	1279	774
623	1281	772
624	1282	769
625	1284	767
626	1285	764
627	1286	762
628	1288	759
629	1289	757
630	1291	755
631	1292	752
632	1294	750
633	1296	748
634	1297	745
635	1299	743
636	1300	741
637	1302	738
638	1303	736
639	1305	734
640	1306	731
641	1308	729
642	1309	727
643	1310	724
644	1312	722
645	1313	719
646	1315	717
647	1316	715
648	1318	712
649	1319	710
650	1321	708
651	1323	706
652	1324	704
653	1326	701
654	1328	699
655	1329	697
656	1331	695
657	1333	692
658	1334	690
659	1336	688
660	1338	686
661	1339	684
662	1341	681
663	1343	679
664	1345	677
665	1346	675
666	1348	673
667	1350	671
668	1352	669
669	1354	667
670	1356	664
671	1357	662
672	1359	660
673	1361	658
674	1363	656
675	1365	654
676	1367	652
677	1369	650
678	1370	648
679	1372	645
680	1373	643
681	1375	641
682	1377	639
683	1378	636
684	1380	634
685	1381	632
686	1383	630
687	1384	628
688	1386	625
689	1388	623
690	1389	621
691	1391	619
692	1392	617
693	1394	614
694	1396	612
695	1397	610
696	1399	608
697	1401	606
698	1402	604
699	1404	601
700	1405	599
701	1407	597
702	1409	595
703	1412	593
704	1414	591
705	1416	589
706	1418	587
707	1420	585
708	1423	584
709	1425	582
710	1427	580
711	1431	578
712	1432	576
713	1435	574
714	1438	573
715	1443	572
716	1445	570
717	1448	568
718	1450	566
719	1452	564
720	1457	563
721	1459	561
722	1461	559
723	1465	558
724	1468	557
725	1474	556
726	1476	554
727	1479	552
728	1481	550
729	1482	548
730	1486	546
731	1488	545
732	1491	543
733	1493	541
734	1496	539
735	1499	537
736	1503	536
737	1505	534
738	1507	532
739	1509	530
740	1513	528
741	1515	526
742	1517	524
743	1520	523
744	1522	521
745	1524	519
746	1526	517
747	1529	515
748	1531	513
749	1533	511
750	1535	509
751	1536	506
752	1538	504
753	1540	502
754	1542	500
755	1545	498
756	1548	496
757	1550	495
758	1552	492
759	1554	490
760	1556	488
761	1559	486
762	1561	484
763	1563	482
764	1565	480
765	1567	478
766	1568	476
767	1570	474
768	1573	472
769	1575	470
770	1577	468
771	1579	466
772	1580	464
773	1582	462
774	1584	459
775	1586	457
776	1587	455
777	1589	453
778	1591	451
779	1593	449
780	1594	447
781	1596	445
782	1598	442
783	1601	441
784	1603	439
785	1605	436
786	1607	434
787	1608	432
788	1610	430
789	1612	428
790	1614	426
791	1615	424
792	1617	422
793	1619	420
794	1621	418
795	1623	416
796	1625	414
797	1627	411
798	1629	409
799	1631	407
800	1634	406
801	1635	403
802	1637	401
803	1639	399
804	1641	397
805	1643	395
806	1645	393
807	1647	391
808	1649	389
809	1651	387
810	1653	385
811	1654	383
812	1656	380
813	1658	378
814	1660	376
815	1661	374
816	1664	372
817	1665	370
818	1667	368
819	1669	366
820	1670	364
821	1673	362
822	1675	360
823	1677	358
824	1679	356
825	1681	354
826	1682	352
827	1684	349
828	1686	347
829	1687	345
830	1689	343
831	1692	341
832	1694	339
833	1695	337
834	1697	335
835	1699	333
836	1700	331
837	1702	329
838	1704	327
839	1706	325
840	1708	322
841	1709	320
842	1711	318
843	1713	316
844	1715	314
845	1716	312
846	1718	310
847	1720	308
848	1722	306
849	1724	304
850	1726	302
851	1727	300
852	1729	298
853	1730	295
854	1732	293
855	1734	291
856	1736	289
857	1738	287
858	1739	285
859	1741	283
860	1742	281
861	1744	279
862	1745	277
863	1747	275
864	1749	273
865	1751	270
866	1752	268
867	1754	266
868	1756	264
869	1757	262
870	1759	260
871	1761	258
872	1762	256
873	1764	254
874	1766	252
875	1767	250
876	1769	248
877	1770	246
878	1772	244
879	1774	241
880	1776	239
881	1778	237
882	1779	235
883	1781	233
884	1783	231
885	1784	229
886	1786	227
887	1787	225
888	1789	223
889	1791	221
890	1793	219
891	1795	217
892	1796	215
893	1798	213
894	1800	211
895	1801	209
896	1803	207
897	1805	205
898	1807	203
899	1808	200
900	1810	198
901	1812	196
902	1814	194
903	1816	192
904	1817	190
905	1819	188
906	1822	186
907	1823	184
908	1825	182
909	1827	180
910	1829	178
911	1830	176
912	1832	174
913	1833	172
914	1835	170
915	1837	168
916	1838	166
917	1840	164
918	1842	162
919	1843	160
920	1844	158
921	1846	156
922	1847	154
923	1849	152
924	1851	150
925	1853	148
926	1854	146
927	1856	144
928	1857	141
929	1858	139
930	1860	137
931	1861	135
932	1863	133
933	1864	131
934	1866	129
935	1868	127
936	1869	125
937	1871	123
938	1872	121
939	1874	119
940	1875	117
941	1877	115
942	1878	113
943	1880	111
944	1882	109
945	1883	107
946	1885	105
947	1886	103
948	1888	101
949	1889	99
950	1891	97
951	1892	95
952	1893	93
953	1895	91
954	1897	89
955	1898	87
956	1900	85
957	1901	83
958	1903	81
959	1904	79
960	1906	77
961	1907	75
962	1909	73
963	1911	71
964	1912	69
965	1914	67
966	1915	65
967	1917	63
968	1918	61
969	1919	59
970	1921	57
971	1923	55
972	1924	53
973	1926	51
974	1928	49
975	1929	47
976	1931	45
977	1932	43
978	1934	41
979	1935	39
980	1937	37
981	1939	35
982	1940	33
983	1942	31
984	1944	29
985	1945	27
986	1947	25
987	1948	23
988	1950	21
989	1952	19
990	1953	17
991	1954	15
992	1956	13
993	1958	11
994	1960	9
995	1961	7
996	1963	5
997	1964	3
998	1966	1
999	1967	0
